case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
manual_bf16_M2048_N2048_K2048_8compute_8device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,2048,64,64,64,8,8,20,200,8,4,200,194,6,4573.75,4589.25,15.5,4550.5,4612.5,4586.945,4583.0,4558.0,4982.0,35.54675758771818,3745.3837323098487,4582.417525773196,4583.0,4558.0,4611.0,11.37395750572857,3749.0842087989845,14.838770531117916,,logs/manual/8col/manual_bf16_M2048_N2048_K2048_8compute_8device.log
compiled_bf16_M256_N512_K256_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,512,256,64,64,64,8,8,20,200,8,4,200,176,24,113.0,114.0,1.0,111.5,115.5,113.865,113.0,107.0,129.0,2.754410100184793,589.3721863610416,113.32386363636364,113.0,112.0,115.0,0.7482546841243626,592.1865161193281,13.961580383591354,,logs/compiled/8col/compiled_bf16_M256_N512_K256_8compute_8device.log
compiled_bf16_M256_N512_K512_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,512,512,64,64,64,8,8,20,200,8,4,200,167,33,127.0,129.0,2.0,124.0,132.0,130.435,128.0,122.0,212.0,8.80316846368397,1029.0008663318895,127.81437125748504,128.0,124.0,131.0,0.9325950818649957,1050.098879175451,16.622593134641647,,logs/compiled/8col/compiled_bf16_M256_N512_K512_8compute_8device.log
compiled_bf16_M256_N512_K1024_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,failed,failed,True,bf16,256,512,1024,64,64,64,8,8,20,200,8,4,200,180,20,166.0,167.0,1.0,164.5,168.5,166.82,166.0,159.0,195.0,3.1076679359288053,1609.1323342524877,166.42777777777778,166.0,165.0,168.0,0.6500474816465808,1612.9245945855725,21.668131021782756,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/8col/compiled_bf16_M256_N512_K1024_8compute_8device.log
compiled_bf16_M256_N512_K2048_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,failed,failed,True,bf16,256,512,2048,64,64,64,8,8,20,200,8,4,200,195,5,233.0,238.0,5.0,225.5,245.5,235.46,234.0,228.0,257.0,4.156729483620506,2280.0939097935957,235.0871794871795,234.0,228.0,245.0,3.423536894093629,2283.709869551939,31.49536787904799,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/8col/compiled_bf16_M256_N512_K2048_8compute_8device.log
compiled_bf16_M256_N1024_K256_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,1024,256,64,64,64,8,8,20,200,8,4,200,165,35,177.0,178.0,1.0,175.5,179.5,183.035,177.0,170.0,360.0,27.832063793402025,733.289960936433,177.0909090909091,177.0,176.0,179.0,0.6111904114171495,757.9029815195072,15.26922744885087,,logs/compiled/8col/compiled_bf16_M256_N1024_K256_8compute_8device.log
compiled_bf16_M256_N1024_K512_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,1024,512,64,64,64,8,8,20,200,8,4,200,195,5,206.0,224.0,18.0,179.0,251.0,218.835,222.0,195.0,395.0,21.189803562090894,1226.6568693307743,216.25641025641025,222.0,195.0,239.0,9.791985076026494,1241.2832326298317,18.087673638015985,,logs/compiled/8col/compiled_bf16_M256_N1024_K512_8compute_8device.log
compiled_bf16_M256_N1024_K1024_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,failed,failed,True,bf16,256,1024,1024,64,64,64,8,8,20,200,8,4,200,200,0,233.0,291.0,58.0,146.0,378.0,268.52,283.0,221.0,308.0,27.240587365179923,1999.3702964397437,268.52,283.0,221.0,308.0,27.240587365179923,1999.3702964397437,23.956228177063167,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/8col/compiled_bf16_M256_N1024_K1024_8compute_8device.log
compiled_bf16_M256_N1024_K2048_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,failed,failed,True,bf16,256,1024,2048,64,64,64,8,8,20,200,8,4,200,200,0,348.0,435.0,87.0,217.5,565.5,389.535,353.0,337.0,452.0,43.099521749086726,2756.4707253520223,389.535,353.0,337.0,452.0,43.099521749086726,2756.4707253520223,35.643255333416164,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/8col/compiled_bf16_M256_N1024_K2048_8compute_8device.log
compiled_bf16_M256_N2048_K256_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,2048,256,64,64,64,8,8,20,200,8,4,200,144,56,286.75,304.0,17.25,260.875,329.875,298.485,304.0,244.0,504.0,37.96577109713432,899.3264519155066,301.40972222222223,304.0,261.0,324.0,8.100422823707383,890.5998586272838,17.923709015361965,,logs/compiled/8col/compiled_bf16_M256_N2048_K256_8compute_8device.log
compiled_bf16_M256_N2048_K512_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,success,passed,False,bf16,256,2048,512,64,64,64,8,8,20,200,8,4,200,200,0,296.0,351.0,55.0,213.5,433.5,333.955,351.0,283.0,407.0,26.990609014988898,1607.6145348924256,333.955,351.0,283.0,407.0,26.990609014988898,1607.6145348924256,21.48456859961152,,logs/compiled/8col/compiled_bf16_M256_N2048_K512_8compute_8device.log
compiled_bf16_M256_N2048_K1024_8compute_8device,xdna2,npu2,npu2,2,compiled,compiled;compiled-full-io,allo,failed,failed,True,bf16,256,2048,1024,64,64,64,8,8,20,200,8,4,200,200,0,412.0,513.25,101.25,260.125,665.125,443.705,413.0,403.0,564.0,47.25714734302103,2419.9452879728647,443.705,413.0,403.0,564.0,47.25714734302103,2419.9452879728647,29.12227855529636,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/8col/compiled_bf16_M256_N2048_K1024_8compute_8device.log
