case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
manual_bf16_M256_N1024_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,512,64,64,64,2,2,20,200,2,4,200,132,68,491.0,494.0,3.0,486.5,498.5,494.8,493.0,479.0,673.0,16.05584005899411,542.5130476960388,493.0681818181818,493.0,488.0,497.0,1.5235185641885027,544.4185325651072,4.0656170807778835,,logs/manual/2col/manual_bf16_M256_N1024_K512_2compute_2device.log
manual_bf16_M256_N1024_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,1024,64,64,64,2,2,20,200,2,4,200,153,47,652.0,653.0,1.0,650.5,654.5,652.805,653.0,639.0,698.0,5.992242902286255,822.4062499521297,652.7058823529412,653.0,651.0,654.0,0.7993653768878238,822.5311377072819,5.172040451318026,,logs/manual/2col/manual_bf16_M256_N1024_K1024_2compute_2device.log
manual_bf16_M256_N1024_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,2048,64,64,64,2,2,20,200,2,4,200,200,0,1057.0,1070.0,13.0,1037.5,1089.5,1063.61,1064.0,1043.0,1088.0,8.405825361021963,1009.5258826073467,1063.61,1064.0,1043.0,1088.0,8.405825361021963,1009.5258826073467,7.19840966258198,,logs/manual/2col/manual_bf16_M256_N1024_K2048_2compute_2device.log
manual_bf16_M256_N2048_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,256,64,64,64,2,2,20,200,2,4,200,190,10,782.0,859.75,77.75,665.375,976.375,838.015,810.0,770.0,1096.0,69.22546334261693,320.32297273915145,828.7052631578947,809.0,770.0,976.0,57.009578822881394,323.9215049474767,4.197693254798651,,logs/manual/2col/manual_bf16_M256_N2048_K256_2compute_2device.log
manual_bf16_M256_N2048_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,512,64,64,64,2,2,20,200,2,4,200,158,42,935.0,936.0,1.0,933.5,937.5,936.58,936.0,928.0,981.0,5.723949685313455,573.2248307672596,935.5,935.0,934.0,937.0,0.8324890237616015,573.8865975414217,5.162365969270468,,logs/manual/2col/manual_bf16_M256_N2048_K512_2compute_2device.log
manual_bf16_M256_N2048_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,1024,64,64,64,2,2,20,200,2,4,200,192,8,1428.0,1453.0,25.0,1390.5,1490.5,1441.26,1431.0,1415.0,1548.0,22.98221921399237,745.00216754784,1437.4739583333333,1430.0,1415.0,1479.0,13.59493429547432,746.9643660501097,7.200361151248217,,logs/manual/2col/manual_bf16_M256_N2048_K1024_2compute_2device.log
manual_bf16_M256_N2048_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,2048,64,64,64,2,2,20,200,2,4,200,192,8,2436.0,2457.0,21.0,2404.5,2488.5,2448.39,2442.0,2421.0,2500.0,18.43957429009683,877.1003181682656,2446.5052083333335,2442.0,2421.0,2488.0,16.27753993103986,877.7760377068479,11.613742687739432,,logs/manual/2col/manual_bf16_M256_N2048_K2048_2compute_2device.log
manual_bf16_M512_N512_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,256,64,64,64,2,2,20,200,2,4,200,193,7,412.0,469.0,57.0,326.5,554.5,451.19,416.0,403.0,594.0,48.44867284044012,297.4749617677697,446.3056994818653,415.0,403.0,529.0,41.818071541048845,300.73048172097936,3.5234509333968163,,logs/manual/2col/manual_bf16_M512_N512_K256_2compute_2device.log
manual_bf16_M512_N512_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,512,64,64,64,2,2,20,200,2,4,200,179,21,491.0,493.0,2.0,488.0,496.0,492.94,492.0,483.0,544.0,5.865696889543475,544.5601006207652,492.0558659217877,492.0,488.0,496.0,1.3730066114944206,545.5385751720066,3.9941120529547334,,logs/manual/2col/manual_bf16_M512_N512_K512_2compute_2device.log
manual_bf16_M512_N512_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,1024,64,64,64,2,2,20,200,2,4,200,151,49,644.0,645.0,1.0,642.5,646.5,656.85,644.0,636.0,834.0,36.80322676070673,817.3417248991399,644.1986754966888,644.0,643.0,646.0,0.8380035210666585,833.393380677262,5.083420427516103,,logs/manual/2col/manual_bf16_M512_N512_K1024_2compute_2device.log
manual_bf16_M512_N512_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,2048,64,64,64,2,2,20,200,2,4,200,190,10,965.0,969.0,4.0,959.0,975.0,967.02,967.0,956.0,997.0,4.205900616990373,1110.361547848028,967.1631578947369,967.0,960.0,974.0,2.737596049997879,1110.1971939638988,7.262573746033013,,logs/manual/2col/manual_bf16_M512_N512_K2048_2compute_2device.log
manual_bf16_M512_N1024_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,256,64,64,64,2,2,20,200,2,4,200,192,8,775.0,863.0,88.0,643.0,995.0,832.33,777.5,767.0,1021.0,78.38540106422879,322.51085026371754,824.8072916666666,777.0,767.0,995.0,70.59375672464431,325.45233136528105,4.149099763482809,,logs/manual/2col/manual_bf16_M512_N1024_K256_2compute_2device.log
manual_bf16_M512_N1024_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,512,64,64,64,2,2,20,200,2,4,200,193,7,936.0,991.0,55.0,853.5,1073.5,981.245,989.0,925.0,1175.0,43.82048579146516,547.1323797828269,975.7305699481865,989.0,925.0,1065.0,32.598832557794424,550.2245481849657,5.128994800150394,,logs/manual/2col/manual_bf16_M512_N1024_K512_2compute_2device.log
manual_bf16_M512_N1024_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,1024,64,64,64,2,2,20,200,2,4,200,169,31,1247.0,1254.0,7.0,1236.5,1264.5,1257.605,1249.0,1240.0,1433.0,24.286188976453264,853.7989464100413,1249.224852071006,1248.0,1240.0,1264.0,3.7852529335589216,859.5264673288525,7.334693111479282,,logs/manual/2col/manual_bf16_M512_N1024_K1024_2compute_2device.log
manual_bf16_M512_N1024_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,2048,64,64,64,2,2,20,200,2,4,200,144,56,2035.75,2048.0,12.25,2017.375,2066.375,2037.525,2043.0,1990.0,2114.0,23.018457268027326,1053.96677243224,2044.2916666666667,2044.0,2025.0,2066.0,6.337580812546342,1050.478110837087,11.612916614860296,,logs/manual/2col/manual_bf16_M512_N1024_K2048_2compute_2device.log
manual_bf16_M512_N2048_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,256,64,64,64,2,2,20,200,2,4,200,200,0,1690.5,1928.25,237.75,1333.875,2284.875,1830.22,1919.5,1512.0,2110.0,167.07597553209138,293.33681852454896,1830.22,1919.5,1512.0,2110.0,167.07597553209138,293.33681852454896,5.368249678052962,,logs/manual/2col/manual_bf16_M512_N2048_K256_2compute_2device.log
manual_bf16_M512_N2048_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,512,64,64,64,2,2,20,200,2,4,200,175,25,1836.75,1844.0,7.25,1825.875,1854.875,1842.87,1843.0,1822.0,1886.0,11.68559369480216,582.6465371947018,1839.5657142857142,1842.0,1827.0,1854.0,6.573102892291666,583.6931052049553,7.458466140553355,,logs/manual/2col/manual_bf16_M512_N2048_K512_2compute_2device.log
manual_bf16_M512_N2048_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,1024,64,64,64,2,2,20,200,2,4,200,192,8,2808.0,2820.0,12.0,2790.0,2838.0,2814.955,2814.0,2794.0,2876.0,11.287292633754118,762.8838286935315,2813.421875,2813.0,2794.0,2838.0,8.236993574784533,763.2995488812,12.198283122852445,,logs/manual/2col/manual_bf16_M512_N2048_K1024_2compute_2device.log
manual_bf16_M512_N2048_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,2048,64,64,64,2,2,20,200,2,4,200,198,2,4095.0,4126.0,31.0,4048.5,4172.5,4112.235,4114.0,4068.0,4268.0,22.244769609955505,1044.4362484147916,4111.075757575758,4113.5,4068.0,4170.0,18.667189337428717,1044.7307588738477,4.3003408424556255,,logs/manual/2col/manual_bf16_M512_N2048_K2048_2compute_2device.log
manual_bf16_M1024_N512_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,256,64,64,64,2,2,20,200,2,4,200,176,24,774.75,829.0,54.25,693.375,910.375,809.955,775.0,767.0,1010.0,62.20958909203629,331.42020976474004,789.3465909090909,775.0,767.0,872.0,26.96060446139058,340.072990865575,4.176870656199753,,logs/manual/2col/manual_bf16_M1024_N512_K256_2compute_2device.log
manual_bf16_M1024_N512_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,512,64,64,64,2,2,20,200,2,4,200,179,21,934.75,993.0,58.25,847.375,1080.375,980.26,977.5,925.0,1172.0,59.01840729806253,547.6821577948707,963.4078212290502,940.0,925.0,1079.0,33.01525202391582,557.2623557436938,5.152222445234656,,logs/manual/2col/manual_bf16_M1024_N512_K512_2compute_2device.log
manual_bf16_M1024_N512_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,1024,64,64,64,2,2,20,200,2,4,200,172,28,1248.0,1254.0,6.0,1239.0,1263.0,1264.1,1249.5,1240.0,1433.0,41.97677929522464,849.4120908156,1249.2732558139535,1249.0,1240.0,1261.0,4.0044720471517445,859.493164528214,7.2488004975020885,,logs/manual/2col/manual_bf16_M1024_N512_K1024_2compute_2device.log
manual_bf16_M1024_N512_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,2048,64,64,64,2,2,20,200,2,4,200,168,32,1903.0,1910.0,7.0,1892.5,1920.5,1910.57,1906.0,1895.0,1983.0,14.462886987043769,1124.0015534631027,1904.9761904761904,1905.0,1895.0,1920.0,4.2481822176308555,1127.3020937144572,11.539740960113704,,logs/manual/2col/manual_bf16_M1024_N512_K2048_2compute_2device.log
manual_bf16_M1024_N1024_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,256,64,64,64,2,2,20,200,2,4,200,190,10,1548.0,1587.25,39.25,1489.125,1646.125,1573.39,1553.0,1518.0,1967.0,53.43264825928058,341.2192221890313,1563.8368421052633,1552.0,1518.0,1640.0,26.147148592177025,343.3036602956965,5.329034931957722,,logs/manual/2col/manual_bf16_M1024_N1024_K256_2compute_2device.log
manual_bf16_M1024_N1024_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,512,64,64,64,2,2,20,200,2,4,200,193,7,1827.0,1881.25,54.25,1745.625,1962.625,1856.62,1830.0,1819.0,2062.0,42.017087000409724,578.3314970214691,1851.7461139896373,1830.0,1819.0,1951.0,33.440269198526316,579.8536937045835,7.462682689540088,,logs/manual/2col/manual_bf16_M1024_N1024_K512_2compute_2device.log
manual_bf16_M1024_N1024_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,1024,64,64,64,2,2,20,200,2,4,200,192,8,2467.0,2500.0,33.0,2417.5,2549.5,2489.385,2491.0,2448.0,2624.0,26.286817513727293,862.6562978406313,2486.3333333333335,2490.0,2448.0,2549.0,21.535419790557963,863.7151017562676,11.946405212394893,,logs/manual/2col/manual_bf16_M1024_N1024_K1024_2compute_2device.log
manual_bf16_M1024_N1024_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,2048,64,64,64,2,2,20,200,2,4,200,183,17,3930.0,3943.0,13.0,3910.5,3962.5,3941.835,3936.0,3914.0,4419.0,38.23150239004478,1089.585762975873,3935.7868852459014,3935.0,3914.0,3960.0,9.354198532692006,1091.2601269394336,5.12337187025696,,logs/manual/2col/manual_bf16_M1024_N1024_K2048_2compute_2device.log
manual_bf16_M1024_N2048_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,256,64,64,64,2,2,20,200,2,4,200,181,19,3014.0,3052.25,38.25,2956.625,3109.625,3056.51,3018.0,2993.0,3516.0,101.64556015881854,351.29668281798524,3028.049723756906,3017.0,2993.0,3101.0,26.11497659746454,354.5984782138276,7.671649510972202,,logs/manual/2col/manual_bf16_M1024_N2048_K256_2compute_2device.log
manual_bf16_M1024_N2048_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,512,64,64,64,2,2,20,200,2,4,200,195,5,3653.0,3669.0,16.0,3629.0,3693.0,3662.295,3665.0,3631.0,3784.0,18.054583213134553,586.3764792295541,3660.2923076923075,3665.0,3631.0,3689.0,12.029096873732174,586.6973092523086,12.605885606259108,,logs/manual/2col/manual_bf16_M1024_N2048_K512_2compute_2device.log
manual_bf16_M1024_N2048_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,1024,64,64,64,2,2,20,200,2,4,200,200,0,4926.75,5308.0,381.25,4354.875,5879.875,5133.035,4974.0,4908.0,5845.0,231.41441998069178,836.7305689518969,5133.035,4974.0,4908.0,5845.0,231.41441998069178,836.7305689518969,4.406576753593981,,logs/manual/2col/manual_bf16_M1024_N2048_K1024_2compute_2device.log
manual_bf16_M1024_N2048_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,2048,64,64,64,2,2,20,200,2,4,200,186,14,8239.0,8306.5,67.5,8137.75,8407.75,8285.325,8265.0,8131.0,8689.0,89.18620619243762,1036.7649539396461,8265.924731182795,8262.0,8138.0,8364.0,42.85364855902249,1039.1982592818556,5.388419667258859,,logs/manual/2col/manual_bf16_M1024_N2048_K2048_2compute_2device.log
manual_bf16_M2048_N512_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,256,64,64,64,2,2,20,200,2,4,200,197,3,1511.0,1552.0,41.0,1449.5,1613.5,1531.225,1514.0,1504.0,1673.0,27.900436824537355,350.61529951509414,1529.4060913705584,1514.0,1504.0,1606.0,23.78920890566001,351.0322830732875,5.605152310803533,,logs/manual/2col/manual_bf16_M2048_N512_K256_2compute_2device.log
manual_bf16_M2048_N512_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,512,64,64,64,2,2,20,200,2,4,200,189,11,1827.0,1867.0,40.0,1767.0,1927.0,1852.0,1828.0,1820.0,2230.0,55.69254887325593,579.7742030237581,1842.2751322751324,1828.0,1820.0,1927.0,24.961313254194735,582.8346728395416,7.509181939996779,,logs/manual/2col/manual_bf16_M2048_N512_K512_2compute_2device.log
manual_bf16_M2048_N512_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,1024,64,64,64,2,2,20,200,2,4,200,195,5,2463.75,2496.5,32.75,2414.625,2545.625,2480.13,2471.0,2445.0,2561.0,24.270210135060637,865.8754371746643,2478.271794871795,2471.0,2445.0,2543.0,21.562383540738775,866.5246695070799,11.716237380169332,,logs/manual/2col/manual_bf16_M2048_N512_K1024_2compute_2device.log
manual_bf16_M2048_N512_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,2048,64,64,64,2,2,20,200,2,4,200,189,11,3794.0,3803.0,9.0,3780.5,3816.5,3798.47,3798.0,3768.0,3840.0,8.873505507971469,1130.709811055504,3798.291005291005,3798.0,3781.0,3816.0,6.67895482944215,1130.763095828394,4.387306001037359,,logs/manual/2col/manual_bf16_M2048_N512_K2048_2compute_2device.log
manual_bf16_M2048_N1024_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,256,64,64,64,2,2,20,200,2,4,200,195,5,2997.0,3246.75,249.75,2622.375,3621.375,3132.015,3013.0,2980.0,4010.0,210.811325063432,342.82780382597144,3112.876923076923,3010.0,2980.0,3581.0,174.6852854554015,344.9355212343763,7.8725574146956205,,logs/manual/2col/manual_bf16_M2048_N1024_K256_2compute_2device.log
manual_bf16_M2048_N1024_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,512,64,64,64,2,2,20,200,2,4,200,189,11,3626.0,3653.25,27.25,3585.125,3694.125,3644.37,3636.0,3612.0,3791.0,29.551532955161566,589.2605986768632,3638.7830687830688,3635.0,3612.0,3692.0,17.42012851143921,590.1653402817967,12.086561817675829,,logs/manual/2col/manual_bf16_M2048_N1024_K512_2compute_2device.log
manual_bf16_M2048_N1024_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,1024,64,64,64,2,2,20,200,2,4,200,152,48,4915.75,4924.0,8.25,4903.375,4936.375,4920.65,4919.0,4875.0,4988.0,16.322300695674002,872.8455175637365,4918.703947368421,4918.0,4904.0,4936.0,5.490229138863871,873.190853110375,4.536337796598673,,logs/manual/2col/manual_bf16_M2048_N1024_K1024_2compute_2device.log
manual_bf16_M2048_N1024_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,2048,64,64,64,2,2,20,200,2,4,200,195,5,7687.75,7708.0,20.25,7657.375,7738.375,7699.9,7697.0,7657.0,7859.0,22.61459705588406,1115.590409226094,7697.74358974359,7697.0,7660.0,7732.0,14.017421301161415,1115.9029255592714,5.446420696564019,,logs/manual/2col/manual_bf16_M2048_N1024_K2048_2compute_2device.log
manual_bf16_M2048_N2048_K256_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,256,64,64,64,2,2,20,200,2,4,200,185,15,5972.0,6000.0,28.0,5930.0,6042.0,5989.765,5978.0,5942.0,6105.0,29.450972394812364,358.5255261266511,5983.794594594595,5977.0,5942.0,6040.0,20.800233184061234,358.8832494250236,12.590043919160962,,logs/manual/2col/manual_bf16_M2048_N2048_K256_2compute_2device.log
manual_bf16_M2048_N2048_K512_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,512,64,64,64,2,2,20,200,2,4,200,165,35,7249.75,7292.5,42.75,7185.625,7356.625,7308.115,7260.0,7230.0,7812.0,125.0689480846465,587.6983731098923,7261.248484848485,7259.0,7230.0,7356.0,25.98913667240686,591.4915740677369,5.419371899217367,,logs/manual/2col/manual_bf16_M2048_N2048_K512_2compute_2device.log
manual_bf16_M2048_N2048_K1024_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,1024,64,64,64,2,2,20,200,2,4,200,179,21,9768.5,9934.25,165.75,9519.875,10182.875,9892.67,9848.0,9709.0,10340.0,159.6781171607431,868.31306330849,9851.916201117318,9841.0,9709.0,10179.0,111.22180122229965,871.9049590602287,6.624686188064516,,logs/manual/2col/manual_bf16_M2048_N2048_K1024_2compute_2device.log
manual_bf16_M2048_N2048_K2048_2compute_2device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,2048,64,64,64,2,2,20,200,2,4,200,166,34,16437.0,16586.25,149.25,16213.125,16810.125,16491.51,16513.0,16094.0,17281.0,190.9470604644125,1041.7402156624835,16539.578313253012,16520.0,16217.0,16800.0,124.99374639604471,1038.7126478450741,9.58645540382713,,logs/manual/2col/manual_bf16_M2048_N2048_K2048_2compute_2device.log
compiled_bf16_M256_N512_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,512,256,64,64,64,2,2,20,200,2,4,200,131,69,277.0,280.0,3.0,272.5,284.5,278.845,278.0,215.0,451.0,38.26814569586564,240.66726676110383,278.5267175572519,278.0,273.0,282.0,1.3326678991355647,240.9422858552361,10.601186627522111,,logs/compiled/2col/compiled_bf16_M256_N512_K256_2compute_2device.log
compiled_bf16_M256_N512_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,512,512,64,64,64,2,2,20,200,2,4,200,187,13,298.75,337.0,38.25,241.375,394.375,331.675,331.0,262.0,518.0,54.03220683074124,404.66639933670007,320.6898395721925,331.0,262.0,393.0,34.75152523834566,418.5281584818823,10.708786522969604,,logs/compiled/2col/compiled_bf16_M256_N512_K512_2compute_2device.log
compiled_bf16_M256_N512_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,512,1024,64,64,64,2,2,20,200,2,4,200,196,4,349.0,440.0,91.0,212.5,576.5,411.9,437.5,337.0,610.0,60.691844592169055,651.7005486768633,408.09183673469386,437.0,337.0,539.0,55.06741447937003,657.7819790463332,11.247597977519035,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N512_K1024_2compute_2device.log
compiled_bf16_M256_N512_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,512,2048,64,64,64,2,2,20,200,2,4,200,200,0,512.0,634.0,122.0,329.0,817.0,549.58,515.0,502.0,662.0,56.611868013694796,976.8749081116489,549.58,515.0,502.0,662.0,56.611868013694796,976.8749081116489,12.546224867925048,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N512_K2048_2compute_2device.log
compiled_bf16_M256_N1024_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,1024,256,64,64,64,2,2,20,200,2,4,200,194,6,414.0,512.0,98.0,267.0,659.0,483.795,510.0,401.0,708.0,62.46945633667705,277.42686055043976,476.9639175257732,508.5,401.0,574.0,49.66385705978799,281.40017109941533,11.07714243605733,,logs/compiled/2col/compiled_bf16_M256_N1024_K256_2compute_2device.log
compiled_bf16_M256_N1024_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,1024,512,64,64,64,2,2,20,200,2,4,200,200,0,488.0,615.0,127.0,297.5,805.5,543.22,505.5,479.0,793.0,72.11505806695298,494.1560620006627,543.22,505.5,479.0,793.0,72.11505806695298,494.1560620006627,11.438812092877924,,logs/compiled/2col/compiled_bf16_M256_N1024_K512_2compute_2device.log
compiled_bf16_M256_N1024_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,1024,1024,64,64,64,2,2,20,200,2,4,200,150,50,646.0,653.25,7.25,635.125,664.125,687.98,646.0,635.0,840.0,75.43791884722165,780.3583127416495,645.4266666666666,646.0,636.0,660.0,3.0775459198668162,831.8077633400129,12.32237705681473,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N1024_K1024_2compute_2device.log
compiled_bf16_M256_N1024_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,1024,2048,64,64,64,2,2,20,200,2,4,200,175,25,1046.0,1053.25,7.25,1035.125,1064.125,1069.665,1049.0,1035.0,1373.0,59.87698034303333,1003.8113091481913,1048.3142857142857,1049.0,1036.0,1061.0,5.067382691976083,1024.2556441634188,14.148961003869772,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N1024_K2048_2compute_2device.log
compiled_bf16_M256_N2048_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,2048,256,64,64,64,2,2,20,200,2,4,200,165,35,782.75,837.0,54.25,701.375,918.375,828.395,785.0,772.0,1177.0,83.33666045024843,324.04282498083643,792.2727272727273,784.0,772.0,911.0,24.310706865896748,338.81698405048763,12.2752257110551,,logs/compiled/2col/compiled_bf16_M256_N2048_K256_2compute_2device.log
compiled_bf16_M256_N2048_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,256,2048,512,64,64,64,2,2,20,200,2,4,200,152,48,936.0,938.0,2.0,933.0,941.0,971.25,937.0,923.0,1199.0,86.72322353326126,552.7628437580438,936.828947368421,937.0,933.0,941.0,1.3512972119873015,573.0725054003568,13.05791278090328,,logs/compiled/2col/compiled_bf16_M256_N2048_K512_2compute_2device.log
compiled_bf16_M256_N2048_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,1024,64,64,64,2,2,20,200,2,4,200,191,9,1416.0,1474.25,58.25,1328.625,1561.625,1451.315,1422.0,1399.0,1751.0,65.90892029915223,739.840643829906,1438.6335078534032,1421.0,1399.0,1517.0,30.190871470623325,746.3623071049825,14.70492604188621,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N2048_K1024_2compute_2device.log
compiled_bf16_M256_N2048_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,2048,64,64,64,2,2,20,200,2,4,200,194,6,2483.0,2558.25,75.25,2370.125,2671.125,2522.215,2494.0,2453.0,2715.0,53.2673330944961,851.4276728986229,2516.881443298969,2493.0,2453.0,2640.0,44.42161364405429,853.231944523066,18.21728910971433,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M256_N2048_K2048_2compute_2device.log
compiled_bf16_M512_N512_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,256,64,64,64,2,2,20,200,2,4,200,194,6,467.0,522.0,55.0,384.5,604.5,492.585,499.5,405.0,699.0,55.27171767730762,272.47627922084513,487.0103092783505,494.0,405.0,603.0,45.78186622629181,275.595250127011,11.051411784254014,,logs/compiled/2col/compiled_bf16_M512_N512_K256_2compute_2device.log
compiled_bf16_M512_N512_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,512,64,64,64,2,2,20,200,2,4,200,198,2,487.0,611.0,124.0,301.0,797.0,546.92,522.5,476.0,822.0,69.93156368908106,490.8130183573466,544.2424242424242,520.5,476.0,731.0,64.97592264382229,493.2277309576838,11.493097534403205,,logs/compiled/2col/compiled_bf16_M512_N512_K512_2compute_2device.log
